Segment,Zone,NSE_Price,Max_NSE_MW,Total_NSE_MWh,NSE_Percent_of_Demand
1,316,2000.0,6.392206021376041e-16,7.190269465822929e-13,Inf
1,317,2000.0,6.392210928145397e-16,7.187793121442362e-13,Inf
1,318,2000.0,6.392208996830128e-16,7.187699248392058e-13,Inf
1,319,2000.0,6.392216467175788e-16,7.185147005540687e-13,Inf
1,320,2000.0,6.392214463380232e-16,7.185060325279738e-13,Inf
1,321,2000.0,6.392211215716878e-16,7.190839353459822e-13,Inf
1,322,2000.0,6.392209172485849e-16,7.185146647471832e-13,Inf
1,323,2000.0,6.392215849349015e-16,7.185146975597231e-13,Inf
1,324,2000.0,6.392215837329047e-16,7.185146974994456e-13,Inf
1,325,2000.0,6.392214256215513e-16,7.182904344780262e-13,Inf
1,326,2000.0,6.39221049037581e-16,7.184041624062073e-13,Inf
1,327,2000.0,6.392213630634931e-16,7.182716176843386e-13,Inf
1,328,2000.0,6.392216195374458e-16,7.18376973196502e-13,Inf
1,329,2000.0,6.392217563642464e-16,7.186458544116802e-13,Inf
1,330,2000.0,6.39220522013065e-16,7.183080897000981e-13,Inf
1,331,2000.0,6.392216465656127e-16,7.184420483308829e-13,Inf
1,332,2000.0,6.39221118749358e-16,7.185146747981546e-13,Inf
1,333,2000.0,6.392220994162009e-16,7.186226734128415e-13,Inf
1,334,2000.0,6.392215191201226e-16,7.18513904626412e-13,Inf
1,335,2000.0,6.39221960058381e-16,7.185147154612073e-13,Inf
1,336,2000.0,6.392216053217936e-16,7.186634736093238e-13,Inf
1,337,2000.0,6.392215435091269e-16,7.185320618061402e-13,Inf
1,338,2000.0,6.392215921719241e-16,7.185146979125772e-13,Inf
1,339,2000.0,6.392217664510637e-16,7.184041975373318e-13,Inf
1,340,2000.0,6.39221636691649e-16,7.175393089067953e-13,Inf
1,341,2000.0,6.392218463285189e-16,7.172135151421883e-13,Inf
1,342,2000.0,6.39221093200867e-16,7.185146735160542e-13,Inf
1,343,2000.0,6.39221435839736e-16,7.177418101274313e-13,Inf
1,344,2000.0,6.392216729090735e-16,7.176231167766677e-13,Inf
1,345,2000.0,6.392214412132798e-16,7.179284456602918e-13,Inf
1,346,2000.0,6.392216739337597e-16,7.176611954523782e-13,Inf
1,347,2000.0,6.392218579215683e-16,7.171847758807906e-13,Inf
1,348,2000.0,6.392211251382983e-16,7.175403285054642e-13,Inf
1,349,2000.0,6.392219377933689e-16,7.17540369251725e-13,Inf
1,350,2000.0,6.392204791503267e-16,7.183304533076652e-13,Inf
1,351,2000.0,6.392206397646284e-16,7.185379559740709e-13,Inf
1,352,2000.0,6.392214487159655e-16,7.185146909552764e-13,Inf
1,353,2000.0,6.392204184271716e-16,7.183134745165555e-13,Inf
1,354,2000.0,6.392217304977876e-16,7.185147045515429e-13,Inf
1,355,2000.0,6.392218663450376e-16,7.185147109982996e-13,Inf
1,356,2000.0,6.392202378110933e-16,7.184275215353957e-13,Inf
1,357,2000.0,6.392204640231804e-16,7.185146425853247e-13,Inf
1,358,2000.0,6.392212345872584e-16,7.183870536478446e-13,Inf
1,359,2000.0,6.392206702624706e-16,7.182378921734726e-13,Inf
1,360,2000.0,6.392212107563385e-16,7.184373322477543e-13,Inf
1,361,2000.0,6.392215934071414e-16,7.18190332024855e-13,Inf
1,362,2000.0,6.392215659707358e-16,7.183016015796417e-13,Inf
1,363,2000.0,6.392218181679264e-16,7.182192478930701e-13,Inf
1,364,2000.0,6.392210349458242e-16,7.182474794151294e-13,Inf
1,365,2000.0,6.392217059833733e-16,7.185147033863059e-13,Inf
1,366,2000.0,6.392214026387136e-16,7.18115427388828e-13,Inf
1,367,2000.0,6.392214580342682e-16,7.184545593004898e-13,Inf
1,368,2000.0,6.3921930936245e-16,7.18162129570302e-13,Inf
1,369,2000.0,6.392207104101138e-16,7.182946242997491e-13,Inf
1,370,2000.0,6.392203534090791e-16,7.180748076150386e-13,Inf
1,371,2000.0,6.392215528681222e-16,7.183016009178058e-13,Inf
1,372,2000.0,6.392215213582156e-16,7.181603504998557e-13,Inf
1,373,2000.0,6.392217360193596e-16,7.182900655722915e-13,Inf
1,374,2000.0,6.392218107406684e-16,7.17859462165273e-13,Inf
1,375,2000.0,6.392207595122497e-16,7.185146570333418e-13,Inf
1,376,2000.0,6.392209911759336e-16,7.180680575110394e-13,Inf
1,377,2000.0,6.392211432832603e-16,7.185146760238402e-13,Inf
